CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_CAPPED,CASH_ADVANCE_CAPPED,MIN_PAYMENTS_CAPPED,PAYMENTS_CAPPED,ZERO_PURCHASE_FLAG,CASH_ADV_USER_FLAG,TENURE_BAND,PAYMENT_TIER,PURCHASE_SEGMENT
C18062,1091.973832,1,0,0,0,77.349474,0,0,0,0.083333,1,0,1200,259.506889,518.930756,0,12,1091.973832,77.349474,518.930756,259.506889,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18063,77.32592,1,664.51,0,664.51,0,0.916667,0,0.833333,0,0,11,2500,623.532457,174.762624,1,12,77.32592,0,174.762624,623.532457,0,0,Full-Term (12 months),A - Always Full,Installments-Only
C18064,1131.503917,1,120,120,0,0,0.083333,0.083333,0,0,0,1,1200,352.210107,470.738221,0,12,1131.503917,0,470.738221,352.210107,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C18065,1723.887407,1,2598.91,1433.1,1165.81,695.211518,0.916667,0.583333,0.833333,0.166667,4,50,2500,3590.348857,847.217144,0.083333,12,1723.887407,695.211518,847.217144,3590.348857,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C18066,19.01482,0.454545,604.26,0,604.26,0,0.583333,0,0.583333,0,0,10,4000,754.866138,54.86388,0.1,12,19.01482,0,54.86388,754.866138,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18067,1337.287314,1,1662.41,1662.41,0,0,0.5,0.5,0,0,0,10,1500,1670.844026,1995.395096,0,12,1337.287314,0,1995.395096,1670.844026,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C18068,26.531265,0.545455,373.39,0,373.39,0,0.636364,0,0.636364,0,0,7,3000,535.206387,140.926151,1,11,26.531265,0,140.926151,535.206387,0,0,Mid-Term (9-11 months),A - Always Full,Installments-Only
C18069,955.588927,1,0,0,0,54.066975,0,0,0,0.166667,2,0,1000,196.542314,278.361413,0,12,955.588927,54.066975,278.361413,196.542314,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18070,903.04158,1,350,350,0,0,0.090909,0.090909,0,0,0,2,1000,482.501636,444.0465,0,11,903.04158,0,444.0465,482.501636,0,0,Mid-Term (9-11 months),D - Never Full,One-Off Only
C18071,218.004416,1,0,0,0,272.866274,0,0,0,0.083333,2,0,500,186.269591,177.363707,0,12,218.004416,272.866274,177.363707,186.269591,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18072,328.943655,0.714286,0,0,0,746.311927,0,0,0,0.285714,2,0,1500,498.286059,103.323766,0,7,328.943655,746.311927,103.323766,498.286059,1,1,Short-Term (<=8 months),D - Never Full,Non-Purchaser
C18073,607.880635,0.909091,0,0,0,2266.490818,0,0,0,0.25,3,0,1200,2379.418142,299.913534,0.090909,12,607.880635,2266.490818,299.913534,2379.418142,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C18074,589.8109,1,0,0,0,4397.346355,0,0,0,0.416667,13,0,2000,2705.910794,794.238939,0.2,12,589.8109,4397.346355,794.238939,2705.910794,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C18075,107.48717,0.090909,0,0,0,1391.262316,0,0,0,0.083333,5,0,1500,0,312.343947,0,12,107.48717,1391.262316,312.343947,0,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18076,4749.435135,0.909091,0,0,0,5882.516718,0,0,0,0.727273,18,0,9000,1846.287674,1013.048371,0,11,4749.435135,5882.516718,1013.048371,1846.287674,1,1,Mid-Term (9-11 months),D - Never Full,Non-Purchaser
C18077,14.097101,1,140.4,0,140.4,0,1,0,1,0,0,12,2500,168.311013,107.142757,0.181818,12,14.097101,0,107.142757,168.311013,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18078,11.332157,0.545455,136.08,136.08,0,0,0.333333,0.333333,0,0,0,4,1200,257.582031,111.278576,0.666667,12,11.332157,0,111.278576,257.582031,0,0,Full-Term (12 months),B - Mostly Full,One-Off Only
C18079,13.648487,0.636364,146.46,0,146.46,0,0.5,0,0.416667,0,0,6,4000,152.571678,159.678414,0.428571,12,13.648487,0,159.678414,152.571678,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18080,1086.853086,1,178,178,0,0,0.083333,0.083333,0,0,0,2,1200,346.565751,405.644986,0,12,1086.853086,0,405.644986,346.565751,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C18081,109.794839,1,259.28,167,92.28,0,1,0.083333,1,0,0,13,2500,168.86298,161.738416,0.166667,12,109.794839,0,161.738416,168.86298,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C18082,183.28584,1,23.75,23.75,0,64.006247,0.083333,0.083333,0,0.083333,2,1,500,584.679478,139.651483,0.083333,12,183.28584,64.006247,139.651483,584.679478,0,1,Full-Term (12 months),C - Partial,One-Off Only
C18083,5262.745812,1,0,0,0,4117.515089,0,0,0,0.666667,12,0,6500,1224.872705,1214.517778,0,12,5262.745812,4117.515089,1214.517778,1224.872705,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18084,2925.584749,1,1066.56,0,1066.56,0,1,0,1,0,0,24,3000,1542.787313,1425.965198,0,12,2925.584749,0,1425.965198,1542.787313,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18085,1075.827234,1,342.65,0,342.65,614.082528,0.583333,0,0.5,0.25,9,7,1200,1145.26976,798.909471,0,12,1075.827234,614.082528,798.909471,1145.26976,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C18086,182.514528,1,157.67,0,157.67,214.94366,0.916667,0,0.916667,0.416667,6,11,1000,138.547392,209.716038,0,12,182.514528,214.94366,209.716038,138.547392,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C18088,1354.155365,1,50,50,0,627.630949,0.083333,0.083333,0,0.166667,8,1,3000,483.253247,655.027716,0,12,1354.155365,627.630949,655.027716,483.253247,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C18089,666.010085,1,504.87,504.87,0,271.354588,0.166667,0.166667,0,0.083333,1,2,1000,631.927013,173.032903,0,12,666.010085,271.354588,173.032903,631.927013,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C18090,0,0,420.6,0,420.6,0,1,0,1,0,0,12,2000,382.21079,312.343947,0,12,0,0,312.343947,382.21079,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18091,2912.281553,1,1228.07,0,1228.07,2784.294727,1,0,1,0.416667,10,111,5400,1305.296349,1274.258165,0,12,2912.281553,2784.294727,1274.258165,1305.296349,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C18092,17.832004,0.272727,148,148,0,0,0.083333,0.083333,0,0,0,1,10500,117.223554,165.37547,0,12,17.832004,0,165.37547,117.223554,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C18093,1381.080028,1,360,0,360,0,0.666667,0,0.666667,0,0,8,1000,115.649241,13564.39121,0,12,1381.080028,0,8626.691541,115.649241,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18094,1009.483517,1,278.55,0,278.55,0,0.75,0,0.666667,0,0,14,1000,624.230027,586.252419,0,12,1009.483517,0,586.252419,624.230027,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18095,465.003141,1,500,500,0,0,0.111111,0.111111,0,0,0,1,1000,109.818409,357.651724,0,9,465.003141,0,357.651724,109.818409,0,0,Mid-Term (9-11 months),D - Never Full,One-Off Only
C18096,1735.597569,1,1591.11,1591.11,0,0,0.666667,0.666667,0,0,0,27,2700,485.135865,632.484083,0,12,1735.597569,0,632.484083,485.135865,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C18097,202.681879,1,312.5,312.5,0,170.577213,0.166667,0.166667,0,0.166667,2,3,500,188.382752,208.991873,0,12,202.681879,170.577213,208.991873,188.382752,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C18098,1544.621765,1,1534.12,26.5,1507.62,0,1,0.083333,1,0,0,42,2000,450.412929,958.88945,0,12,1544.621765,0,958.88945,450.412929,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18099,733.760958,1,371.76,0,371.76,0,0.5,0,0.5,0,0,11,3000,701.251972,210.722512,0,12,733.760958,0,210.722512,701.251972,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18100,88.570138,1,535.83,0,535.83,0,1,0,1,0,0,29,2700,235.021379,137.341622,0.090909,12,88.570138,0,137.341622,235.021379,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18101,271.05166,0.909091,86,0,86,0,0.166667,0,0.166667,0,0,2,1000,442.141178,2863.640612,0,12,271.05166,0,2863.640612,442.141178,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18102,1113.396708,1,2701.58,2626.58,75,0,0.583333,0.5,0.083333,0,0,8,1500,2456.996431,1653.336976,0,12,1113.396708,0,1653.336976,2456.996431,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18103,144.621301,1,1584.49,461.77,1122.72,0,1,0.25,1,0,0,26,2000,1520.603882,167.328894,0.833333,12,144.621301,0,167.328894,1520.603882,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C18104,191.333253,1,637.19,168.54,468.65,0,1,0.25,1,0,0,37,2500,478.92389,168.015528,0,12,191.333253,0,168.015528,478.92389,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18105,1334.012141,1,0,0,0,152.353179,0,0,0,0.083333,1,0,1500,312.029134,275.729456,0,12,1334.012141,152.353179,275.729456,312.029134,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18106,25.192974,0.545455,764.64,0,764.64,0,1,0,1,0,0,12,4000,1074.956132,88.325372,0.545455,12,25.192974,0,88.325372,1074.956132,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18107,0.19009,0.090909,267,0,267,0,1,0,1,0,0,12,4000,198.562574,312.343947,0,12,0.19009,0,312.343947,198.562574,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18108,1731.623546,1,0,0,0,4733.441645,0,0,0,0.166667,4,0,2500,4961.849482,488.537242,0.166667,12,1731.623546,4733.441645,488.537242,4961.849482,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C18109,77.321718,1,278.44,0,278.44,0,1,0,1,0,0,18,2500,342.843624,173.361571,0,12,77.321718,0,173.361571,342.843624,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18110,134.961317,1,1432.66,644.67,787.99,0,1,0.416667,1,0,0,74,2000,1276.016501,162.738008,0.666667,12,134.961317,0,162.738008,1276.016501,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C18111,1017.982199,1,0,0,0,2247.107682,0,0,0,0.583333,14,0,1200,1582.856628,431.459141,0,12,1017.982199,2247.107682,431.459141,1582.856628,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18112,981.10306,1,240,0,240,0,1,0,1,0,0,12,1000,1777.96158,868.806527,0,12,981.10306,0,868.806527,1777.96158,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18113,802.87844,1,3228.26,2766.92,461.34,0,1,0.583333,1,0,0,61,3000,630.245499,291.309586,0.166667,12,802.87844,0,291.309586,630.245499,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C18114,1712.340703,1,1711.36,401.7,1309.66,0,1,0.25,1,0,0,17,3500,1389.388725,1106.494745,0,12,1712.340703,0,1106.494745,1389.388725,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18115,3178.011925,0.875,0,0,0,4754.93083,0,0,0,0.5,10,0,5000,522.525519,646.37505,0,8,3178.011925,4754.93083,646.37505,522.525519,1,1,Short-Term (<=8 months),D - Never Full,Non-Purchaser
C18116,670.177406,0.818182,4562.69,4562.69,0,0,0.25,0.25,0,0,0,5,9000,5060.2174,165.965951,0,12,670.177406,0,165.965951,5060.2174,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C18117,257.564141,0.363636,2971.83,2971.83,0,0,0.333333,0.333333,0,0,0,21,6000,3946.991516,358.523649,0.333333,12,257.564141,0,358.523649,3946.991516,0,0,Full-Term (12 months),C - Partial,One-Off Only
C18118,2091.582046,1,179.23,0,179.23,2682.810269,0.416667,0,0.416667,0.25,14,5,6000,1152.07779,1281.740206,0.090909,12,2091.582046,2682.810269,1281.740206,1152.07779,0,1,Full-Term (12 months),C - Partial,Installments-Only
C18119,80.545433,1,374.37,0,374.37,0,1,0,1,0,0,27,1500,249.78655,164.519177,0,12,80.545433,0,164.519177,249.78655,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18120,8.404256,0.857143,0,0,0,132.266653,0,0,0,0.285714,3,0,2500,206.851966,24.421074,0.25,7,8.404256,132.266653,24.421074,206.851966,1,1,Short-Term (<=8 months),C - Partial,Non-Purchaser
C18121,212.862735,1,262.24,0,262.24,0,1,0,1,0,0,44,1000,98.35911,1606.324111,0,12,212.862735,0,1606.324111,98.35911,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18122,3.164023,0.454545,51.73,0,51.73,0,0.416667,0,0.416667,0,0,5,4000,77.666427,26.092644,0,12,3.164023,0,26.092644,77.666427,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18123,405.194627,1,0,0,0,293.097125,0,0,0,0.083333,1,0,1500,1506.490213,242.466254,0.083333,12,405.194627,293.097125,242.466254,1506.490213,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C18124,69.190177,1,431.52,0,431.52,0,1,0,1,0,0,12,2700,439.947272,171.63298,0.333333,12,69.190177,0,171.63298,439.947272,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18125,530.574252,1,5221.42,2202.78,3018.64,0,1,1,1,0,0,135,3000,4590.877822,191.304474,0.583333,12,530.574252,0,191.304474,4590.877822,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C18126,56.215217,1,402.13,0,402.13,0,1,0,1,0,0,40,1000,297.931037,170.678477,0.666667,12,56.215217,0,170.678477,297.931037,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18127,4444.817182,1,237.5,0,237.5,728.526785,0.428571,0,0.285714,0.285714,2,5,5500,794.282028,608.642269,0,7,4444.817182,728.526785,608.642269,794.282028,0,1,Short-Term (<=8 months),D - Never Full,Installments-Only
C18128,1075.185409,1,398.53,45.65,352.88,0,0.916667,0.083333,0.916667,0,0,12,1000,579.034578,1205.387032,0,12,1075.185409,0,1205.387032,579.034578,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18129,20.639295,0.454545,464.64,0,464.64,0,1,0,1,0,0,12,3000,919.544492,84.153407,0.545455,12,20.639295,0,84.153407,919.544492,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18130,29.129725,0.909091,248.76,0,248.76,0,0.833333,0,0.833333,0,0,10,3200,283.254742,146.346103,0.909091,12,29.129725,0,146.346103,283.254742,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18131,205.123089,1,197.42,0,197.42,0,0.916667,0,0.916667,0,0,11,1500,145.046631,171.920886,0,12,205.123089,0,171.920886,145.046631,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18132,939.989584,1,0,0,0,56.443763,0,0,0,0.083333,2,0,1000,214.758351,184.671844,0,12,939.989584,56.443763,184.671844,214.758351,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18134,0,0,10.89,0,10.89,0,0.083333,0,0.083333,0,0,1,4000,0,312.343947,0,12,0,0,312.343947,0,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18135,862.276499,1,174.84,0,174.84,276.675751,0.5,0,0.5,0.083333,1,6,1000,1407.393166,501.699229,0.083333,12,862.276499,276.675751,501.699229,1407.393166,0,1,Full-Term (12 months),C - Partial,Installments-Only
C18136,184.212569,1,1292.76,653.76,639,0,1,1,0.666667,0,0,57,7500,1132.87395,166.655851,0.5,12,184.212569,0,166.655851,1132.87395,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C18137,1381.084668,1,162.56,0,162.56,186.248313,0.5,0,0.5,0.083333,1,6,3000,503.442436,324.783283,0,12,1381.084668,186.248313,324.783283,503.442436,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C18138,216.64893,1,4606.71,3217.43,1389.28,0,1,0.4,0.7,0,0,22,2000,2251.966666,131.425363,1,10,216.64893,0,131.425363,2251.966666,0,0,Mid-Term (9-11 months),A - Always Full,Hybrid (Both)
C18139,3322.674158,1,0,0,0,3221.755751,0,0,0,0.5,6,0,7000,771.741033,753.530747,0,12,3322.674158,3221.755751,753.530747,771.741033,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18140,33.384649,0.909091,109.32,69.32,40,0,0.5,0.166667,0.25,0,0,6,1200,163.060103,215.422442,0,12,33.384649,0,215.422442,163.060103,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18141,188.132508,1,515.88,79,436.88,0,0.833333,0.083333,0.75,0,0,14,2700,601.729266,194.534934,0,12,188.132508,0,194.534934,601.729266,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18142,0.533581,0.545455,109.62,0,109.62,0,0.5,0,0.5,0,0,6,4000,177.666351,0.037744,0,12,0.533581,0,0.037744,177.666351,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18143,84.830501,0.636364,702.32,702.32,0,0,0.333333,0.333333,0,0,0,4,5000,991.050806,105.008756,0.2,12,84.830501,0,105.008756,991.050806,0,0,Full-Term (12 months),C - Partial,One-Off Only
C18144,94.116597,0.909091,1041.5,125,916.5,0,0.833333,0.083333,0.75,0,0,14,2500,1010.8651,172.472222,0.555556,12,94.116597,0,172.472222,1010.8651,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C18145,490.16004,1,3530.93,2416.31,1114.62,0,1,0.75,0.666667,0,0,23,4000,2959.200535,219.112899,0,12,490.16004,0,219.112899,2959.200535,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18146,1020.535366,1,205.54,205.54,0,0,0.166667,0.166667,0,0,0,3,1200,232.721106,539.082396,0,12,1020.535366,0,539.082396,232.721106,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C18147,1137.469948,1,1865.56,280.6,1584.96,157.80548,1,0.25,1,0.083333,3,62,1200,990.084482,2405.692294,0,12,1137.469948,157.80548,2405.692294,990.084482,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18148,0,0,136.8,0,136.8,0,1,0,1,0,0,12,2700,127.99655,312.343947,0,12,0,0,312.343947,127.99655,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18149,42.375573,0.909091,150.56,0,150.56,0,0.5,0,0.5,0,0,6,4000,278.128216,156.291747,0.1,12,42.375573,0,156.291747,278.128216,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18150,30.044075,1,420,0,420,0,1,0,1,0,0,12,1500,415.969082,163.023401,1,12,30.044075,0,163.023401,415.969082,0,0,Full-Term (12 months),A - Always Full,Installments-Only
C18151,1333.252963,1,0,0,0,408.108731,0,0,0,0.272727,10,0,4000,627.520326,325.729395,0,11,1333.252963,408.108731,325.729395,627.520326,1,1,Mid-Term (9-11 months),D - Never Full,Non-Purchaser
C18152,973.039129,1,964.2,294.7,669.5,0,0.75,0.416667,0.666667,0,0,21,1200,914.852845,334.086716,0,12,973.039129,0,334.086716,914.852845,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18153,41.550285,0.454545,421.6,312.85,108.75,0,0.333333,0.166667,0.166667,0,0,5,1000,303.472063,290.219348,0,12,41.550285,0,290.219348,303.472063,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18154,23.407282,0.111111,240.47,240.47,0,0,0.111111,0.111111,0,0,0,2,2500,0,312.343947,0,9,23.407282,0,312.343947,0,0,0,Mid-Term (9-11 months),D - Never Full,One-Off Only
C18155,413.936244,1,187.5,0,187.5,0,0.6,0,0.6,0,0,6,1000,141.526262,176.107285,0,10,413.936244,0,176.107285,141.526262,0,0,Mid-Term (9-11 months),D - Never Full,Installments-Only
C18156,613.893503,1,2078.56,1693.5,385.06,0,0.916667,0.666667,0.666667,0,0,31,1800,1013.159567,169.176825,0,12,613.893503,0,169.176825,1013.159567,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18157,1369.504264,1,1603.8,0,1603.8,0,1,0,1,0,0,12,1300,1591.602315,1278.329537,0,12,1369.504264,0,1278.329537,1591.602315,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18158,49.682373,1,412.32,0,412.32,0,1,0,1,0,0,12,4000,551.966425,470.6688,0.083333,12,49.682373,0,470.6688,551.966425,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18159,60.37904,0.5,712,712,0,0,0.2,0.2,0,0,0,4,7500,1134.962538,115.956204,1,10,60.37904,0,115.956204,1134.962538,0,0,Mid-Term (9-11 months),A - Always Full,One-Off Only
C18160,468.256151,1,55,55,0,54.149701,0.083333,0.083333,0,0.083333,2,1,500,246.584357,329.619743,0,12,468.256151,54.149701,329.619743,246.584357,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C18161,12.642164,0.272727,175.56,0,175.56,0,0.25,0,0.166667,0,0,3,1000,382.866599,178.54837,0,12,12.642164,0,178.54837,382.866599,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18162,35.074422,1,72.4,0,72.4,0,0.416667,0,0.416667,0,0,5,1500,134.808623,141.557845,0,12,35.074422,0,141.557845,134.808623,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18163,1410.226871,1,1680.91,114,1566.91,0,1,0.166667,1,0,0,43,4000,315.876873,421.865373,0,12,1410.226871,0,421.865373,315.876873,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18164,17.838173,1,164.7,0,164.7,0,0.416667,0,0.333333,0,0,5,3000,182.462461,103.72423,0.111111,12,17.838173,0,103.72423,182.462461,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18165,81.364936,1,710.16,0,710.16,0,1,0,1,0,0,12,1000,688.322495,177.76209,0.75,12,81.364936,0,177.76209,688.322495,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18166,888.101401,1,100,0,100,896.57899,0.222222,0,0.111111,0.111111,2,2,1000,212.755352,527.241583,0,9,888.101401,896.57899,527.241583,212.755352,0,1,Mid-Term (9-11 months),D - Never Full,Installments-Only
C18167,3.744789,0.090909,78.33,0,78.33,0,0.083333,0,0.083333,0,0,1,1000,0,312.343947,0,12,3.744789,0,312.343947,0,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18168,401.822565,1,518.23,116.23,402,0,0.5,0.166667,0.333333,0,0,8,1700,160.689352,190.313074,0,12,401.822565,0,190.313074,160.689352,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18169,14.017311,0.454545,327.8,0,327.8,0,0.416667,0,0.416667,0,0,5,1500,692.336439,94.456281,0.8,12,14.017311,0,94.456281,692.336439,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18170,54.58197,1,247.66,132,115.66,0,1,0.166667,1,0,0,16,1700,163.543097,151.846536,0,12,54.58197,0,151.846536,163.543097,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C18171,15.523256,0.454545,0,0,0,357.184643,0,0,0,0.416667,12,0,500,213.153735,70.797458,0.090909,12,15.523256,357.184643,70.797458,213.153735,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C18172,1950.482518,1,0,0,0,2660.139985,0,0,0,0.333333,8,0,2500,3213.688818,501.403933,0.083333,12,1950.482518,2660.139985,501.403933,3213.688818,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C18173,1747.492429,1,0,0,0,1769.875637,0,0,0,0.25,3,0,3000,450.697772,602.964607,0,12,1747.492429,1769.875637,602.964607,450.697772,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18174,40.762516,0.636364,376,316.5,59.5,0,0.5,0.416667,0.083333,0,0,7,10000,369.351109,141.778284,0.333333,12,40.762516,0,141.778284,369.351109,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C18175,1039.267052,0.909091,0,0,0,3172.729359,0,0,0,0.166667,3,0,3500,5240.282775,456.342225,0.090909,12,1039.267052,3172.729359,456.342225,5240.282775,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C18176,0,0,247.44,0,247.44,0,1,0,1,0,0,12,1500,317.354396,312.343947,0,12,0,0,312.343947,317.354396,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18177,13318.65912,1,3504.74,3266.29,238.45,1306.849608,0.636364,0.545455,0.272727,0.181818,3,16,17500,2594.820938,4762.246065,0,11,9338.804814,1306.849608,4762.246065,2594.820938,0,1,Mid-Term (9-11 months),D - Never Full,Hybrid (Both)
C18179,5658.938986,1,111.54,111.54,0,3344.962624,0.083333,0.083333,0,0.333333,7,1,6500,1386.242232,1781.099062,0,12,5658.938986,3344.962624,1781.099062,1386.242232,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C18180,341.901741,0.5,152.84,152.84,0,1008.117498,0.333333,0.333333,0,0.333333,9,3,1200,0,312.343947,0,6,341.901741,1008.117498,312.343947,0,0,1,Short-Term (<=8 months),D - Never Full,One-Off Only
C18181,85.095626,1,1553.04,0,1553.04,0,0.916667,0,0.916667,0,0,20,2000,1654.909972,124.032106,0.818182,12,85.095626,0,124.032106,1654.909972,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18182,933.05808,1,0,0,0,634.617283,0,0,0,0.416667,10,0,1000,827.275832,299.52845,0,12,933.05808,634.617283,299.52845,827.275832,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18183,9.252573,0.454545,0,0,0,943.60879,0,0,0,0.083333,1,0,1200,949.846251,44.502743,0,12,9.252573,943.60879,44.502743,949.846251,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C18184,100.403989,1,790,0,790,0,1,0,0.916667,0,0,13,1000,573.971571,161.591908,0.6,12,100.403989,0,161.591908,573.971571,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18185,77.866345,0.545455,1403.34,0,1403.34,0,0.5,0,0.5,0,0,6,4000,1865.579842,95.577384,0.636364,12,77.866345,0,95.577384,1865.579842,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18186,991.097892,1,180,0,180,0,0.5,0,0.5,0,0,6,1000,463.990395,1913.53663,0,12,991.097892,0,1913.53663,463.990395,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18187,6.692421,0.545455,333.42,0,333.42,0,0.583333,0,0.583333,0,0,12,4000,318.713472,1.113027,0,12,6.692421,0,1.113027,318.713472,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C18188,22.161656,0.636364,1240.58,0,1240.58,0,0.666667,0,0.666667,0,0,15,1500,1817.791324,107.871575,0.5,12,22.161656,0,107.871575,1817.791324,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C18189,15.281665,0.636364,124.25,0,124.25,0,0.583333,0,0.583333,0,0,7,4000,211.115274,156.915101,0.285714,12,15.281665,0,156.915101,211.115274,0,0,Full-Term (12 months),C - Partial,Installments-Only
C18190,30.88047,0.363636,316.6,197,119.6,0,0.166667,0.083333,0.166667,0,0,5,1000,89.111879,189.428672,0,12,30.88047,0,189.428672,89.111879,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
